original R;original G;original B;calibrated R ;calibrated G ;calibrated B ;H;S;V;NDVI_observed;NDVI_predicted
5;11;4;35;49;39;0.380952380952381;0.285714285714286;0.192156862745098;0.882352941176471;0.827419996262
28;42;13;75;98;60;0.267543859649123;0.387755102040816;0.384313725490196;0.701960784313725;0.605690062046
32;52;22;83;109;74;0.29047619047619;0.321100917431193;0.427450980392157;0.670588235294118;0.635786056519
4;8;3;34;44;37;0.383333333333333;0.227272727272727;0.172549019607843;0.905882352941176;0.869872331619
12;22;10;46;70;53;0.381944444444444;0.342857142857143;0.274509803921569;0.780392156862745;0.791921615601
11;19;7;44;64;46;0.35;0.3125;0.250980392156863;0.835294117647059;0.818210721016
29;46;16;77;102;64;0.276315789473684;0.372549019607843;0.4;0.701960784313725;0.625170946121
10;18;8;43;63;48;0.375;0.317460317460317;0.247058823529412;0.709803921568627;0.795188665390
12;19;8;47;65;48;0.342592592592593;0.276923076923077;0.254901960784314;0.741176470588235;0.709133028984
38;56;26;95;116;81;0.266666666666667;0.301724137931034;0.454901960784314;0.552941176470588;0.508246064186
30;42;20;82;101;72;0.275862068965517;0.287128712871287;0.396078431372549;0.6;0.555560231209
26;36;16;74;94;66;0.285714285714286;0.297872340425532;0.368627450980392;0.63921568627451;0.570624709129
7;14;6;38;55;43;0.382352941176471;0.309090909090909;0.215686274509804;0.803921568627451;0.818002581596
26;43;10;69;97;54;0.275193798449612;0.443298969072165;0.380392156862745;0.725490196078431;0.725962519646
218;167;67;233;177;91;0.10093896713615;0.609442060085837;0.913725490196078;-0.686274509803922;-1,26E+12
167;159;95;203;183;133;0.119047619047619;0.344827586206897;0.796078431372549;-0.63921568627451;-0.794120311737
67;50;11;134;98;56;0.0897435897435898;0.582089552238806;0.525490196078431;-0.145098039215686;-0.335111945868
92;78;22;155;132;74;0.119341563786008;0.52258064516129;0.607843137254902;-0.262745098039216;-0.370152384043
251;216;71;250;200;81;0.117357001972387;0.676;0.980392156862745;-0.67843137254902;-0.868726253510
44;49;9;95;98;52;0.177536231884058;0.469387755102041;0.384313725490196;0.364705882352941;0.286388516426
68;63;19;132;114;67;0.120512820512821;0.492424242424242;0.517647058823529;-0.0901960784313726;-0.095645040274
47;48;12;101;98;56;0.155555555555556;0.445544554455446;0.396078431372549;0.145098039215686;0.165673762560
48;55;9;101;103;52;0.173202614379085;0.495145631067961;0.403921568627451;0.215686274509804;0.246651634574
168;159;26;198;174;59;0.1378896882494;0.702020202020202;0.776470588235294;-0.505882352941176;-0.397636741400
146;138;17;189;169;56;0.141604010025063;0.703703703703704;0.741176470588235;-0.333333333333333;-0.411934167147
161;154;22;195;173;56;0.140287769784173;0.712820512820513;0.764705882352941;-0.435294117647059;-0.407408744097
78;75;14;141;126;62;0.135021097046413;0.560283687943262;0.552941176470588;-0.145098039215686;-0.062190651894
86;78;20;149;131;71;0.128205128205128;0.523489932885906;0.584313725490196;-0.419607843137255;-0.169034332037
74;61;14;140;110;61;0.10337552742616;0.564285714285714;0.549019607843137;-0.2;-0.101969033480
57;62;9;115;110;53;0.153225806451613;0.539130434782609;0.450980392156863;0.0352941176470587;0.117672577500
51;56;10;106;104;54;0.16025641025641;0.490566037735849;0.415686274509804;0.152941176470588;0.157298743725
47;54;9;99;102;52;0.176666666666667;0.490196078431373;0.4;0.223529411764706;0.272853046656
178;159;38;204;174;71;0.129072681704261;0.651960784313726;0.8;-0.52156862745098;-0.631040930748
173;166;25;199;175;55;0.138888888888889;0.723618090452261;0.780392156862745;-0.537254901960784;-0.452654212713
217;194;42;223;185;60;0.127811860940695;0.730941704035874;0.874509803921569;-0.584313725490196;-0.595504999161
161;175;22;190;179;53;0.153284671532847;0.721052631578947;0.745098039215686;-0.00392156862745097;-0.000536471605
185;189;25;201;182;49;0.145833333333333;0.756218905472637;0.788235294117647;-0.129411764705882;-0.260393470526
129;168;33;169;182;73;0.186544342507645;0.598901098901099;0.713725490196078;0.364705882352941;0.212407752872
206;247;83;202;221;99;0.192622950819672;0.552036199095023;0.866666666666667;0.0352941176470587;-0.022758483887
66;83;12;122;133;59;0.191441441441441;0.556390977443609;0.52156862745098;0.505882352941176;0.296320080757
44;56;10;94;103;53;0.196666666666667;0.485436893203883;0.403921568627451;0.631372549019608;0.406842827797
25;42;4;57;86;40;0.271739130434783;0.534883720930233;0.337254901960784;0.811764705882353;0.736997961998
103;135;21;152;173;68;0.2;0.606936416184971;0.67843137254902;0.654901960784314;0.426013112068
94;137;14;141;173;59;0.213450292397661;0.658959537572254;0.67843137254902;0.733333333333333;0.653810739517
11;22;3;35;58;34;0.326388888888889;0.413793103448276;0.227450980392157;0.898039215686274;0.828855514526
19;35;4;47;76;38;0.293859649122807;0.5;0.298039215686275;0.858823529411765;0.769749641418
18;35;5;45;76;40;0.310185185185185;0.473684210526316;0.298039215686275;0.866666666666667;0.806086182594
97;143;25;142;177;72;0.222222222222222;0.593220338983051;0.694117647058824;0.607843137254902;0.481639176607
54;84;14;104;134;61;0.235159817351598;0.544776119402985;0.525490196078431;0.647058823529412;0.612461090088
10;22;2;33;57;33;0.333333333333333;0.421052631578947;0.223529411764706;0.890196078431372;0.851434826851
21;40;5;50;83;41;0.297619047619048;0.506024096385542;0.325490196078431;0.843137254901961;0.815771341324
16;32;4;42;72;37;0.309523809523809;0.486111111111111;0.282352941176471;0.882352941176471;0.795933485031
36;66;7;76;111;49;0.260752688172043;0.558558558558559;0.435294117647059;0.827450980392157;0.796191930771
18;36;4;45;77;38;0.303418803418803;0.506493506493507;0.301960784313725;0.882352941176471;0.782601773739
49;74;9;99;122;54;0.223039215686274;0.557377049180328;0.47843137254902;0.733333333333333;0.605236291885
69;89;10;125;139;57;0.195121951219512;0.589928057553957;0.545098039215686;0.631372549019608;0.341602951288
48;74;8;97;121;52;0.22463768115942;0.570247933884298;0.474509803921569;0.772549019607843;0.624599099159
17;32;6;44;73;40;0.313131313131313;0.452054794520548;0.286274509803922;0.835294117647059;0.806189656258
14;26;7;41;64;41;0.333333333333333;0.359375;0.250980392156863;0.827450980392157;0.820472478867
14;25;4;40;63;36;0.308641975308642;0.428571428571429;0.247058823529412;0.827450980392157;0.784141659737
31;46;17;71;94;60;0.279411764705882;0.361702127659574;0.368627450980392;0.537254901960784;0.605162680149
13;29;3;37;67;35;0.322916666666667;0.477611940298507;0.262745098039216;0.890196078431372;0.838014960289
100;133;41;148;176;93;0.22289156626506;0.471590909090909;0.690196078431373;0.341176470588235;0.296230465174
16;28;6;44;67;40;0.308641975308642;0.402985074626866;0.262745098039216;0.811764705882353;0.805579185486
10;21;3;34;56;34;0.333333333333333;0.392857142857143;0.219607843137255;0.866666666666667;0.817995309830
44;59;14;94;107;58;0.210884353741497;0.457943925233645;0.419607843137255;0.537254901960784;0.448982208967
35;47;7;77;94;47;0.226950354609929;0.5;0.368627450980392;0.615686274509804;0.564735651016
24;44;5;55;88;42;0.286231884057971;0.522727272727273;0.345098039215686;0.827450980392157;0.807971000671
28;48;5;63;93;43;0.266666666666667;0.537634408602151;0.364705882352941;0.796078431372549;0.765676856041
23;36;4;55;79;39;0.266666666666667;0.506329113924051;0.309803921568627;0.796078431372549;0.681163668633
28;36;4;65;81;41;0.233333333333333;0.493827160493827;0.317647058823529;0.615686274509804;0.553390741348
30;37;7;70;84;45;0.226495726495726;0.464285714285714;0.329411764705882;0.615686274509804;0.549662828445
67;107;16;116;157;65;0.240942028985507;0.585987261146497;0.615686274509804;0.686274509803922;0.628792047501
32;58;8;70;103;49;0.268518518518518;0.524271844660194;0.403921568627451;0.788235294117647;0.790795564651
24;45;7;55;89;45;0.295454545454545;0.49438202247191;0.349019607843137;0.835294117647059;0.836421012878
21;41;7;50;84;44;0.308333333333333;0.476190476190476;0.329411764705882;0.858823529411765;0.822201967239
34;62;4;72;107;44;0.259259259259259;0.588785046728972;0.419607843137255;0.874509803921569;0.829478621483
51;88;15;98;139;63;0.256578947368421;0.546762589928058;0.545098039215686;0.749019607843137;0.703912496567
50;86;13;97;136;60;0.25219298245614;0.558823529411765;0.533333333333333;0.764705882352941;0.681285500526
24;23;8;63;65;44;0.182539682539683;0.323076923076923;0.254901960784314;0.388235294117647;0.675995469093
66;108;12;114;156;60;0.239583333333333;0.615384615384615;0.611764705882353;0.764705882352941;0.714278578758
19;34;12;50;77;50;0.333333333333333;0.350649350649351;0.301960784313725;0.733333333333333;0.794311285019
133;173;80;168;189;121;0.218137254901961;0.35978835978836;0.741176470588235;0.168627450980392;0.039844363928
50;89;21;97;142;70;0.270833333333333;0.507042253521127;0.556862745098039;0.717647058823529;0.656377196312
61;103;24;108;156;75;0.265432098765432;0.519230769230769;0.611764705882353;0.67843137254902;0.634394288063
43;79;9;87;127;53;0.256756756756757;0.582677165354331;0.498039215686275;0.835294117647059;0.768967747688
